record_id,year,exam,round,category,home_region,university_quota,stream,branch,college_code,college_name,college_type,city,district,state,naac_grade,naac_score,nirf_rank,fees_per_year,total_seats,category_seats,student_percentile,student_rank,aptitude_score,aptitude_stream_suitability,closing_percentile,closing_rank,previous_year_closing_percentile,previous_year_closing_rank,cutoff_trend_3yr,admission_probability
440,2023,JEE,CAP Round 3,EWS,Pune University,All India,Engineering,Cyber Security,06276,"Army Institute of Technology, Pune",Private,Pune,Pune,Maharashtra,A,3.29,180,190000,480,12,96.76,40193,83,Technology,98.2,22267,97.1,36428,Increasing: 97.10->98.20->99.00,Medium
441,2023,MHT CET,CAP Round 1,VJNT,Pune University,All India,Engineering,Electrical Engineering,06274,"MIT World Peace University School of Engineering, Pune",Private,Pune,Pune,Maharashtra,A+,3.44,199,270000,840,4,92.38,19536,68,Technology,93.2,17591,92.1,20220,Increasing: 92.10->93.20->94.00,Medium
442,2022,JEE,CAP Round 3,SC,Mumbai University,All India,Engineering,Robotics and Automation,03124,"Saraswati College of Engineering, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,B+,2.69,580,107000,420,8,66.57,402606,93,Technology,70.4,355699,69.6,365873,Increasing: 70.40->71.50->72.30,Low
443,2024,JEE,CAP Round 2,EWS,Mumbai University,Other University,Engineering,Information Technology,03125,"M.H. Saboo Siddik College of Engineering, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,2.98,475,132000,420,10,79.93,242411,80,Technology,86.9,157918,86.1,167381,Increasing: 85.00->86.10->86.90,Low
444,2022,MHT CET,CAP Round 2,SC,Pune University,All India,Engineering,Robotics and Automation,06732,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Private,Pune,Pune,Maharashtra,B++,2.83,540,120000,600,13,72.08,69900,79,Technology,71.6,71507,70.8,73180,Increasing: 71.60->72.70->73.50,Medium
445,2024,MHT CET,CAP Round 2,SC,Pune University,Other University,Engineering,Electrical Engineering,06285,"Dhole Patil College of Engineering, Pune",Private,Pune,Pune,Maharashtra,B+,2.69,600,93000,480,12,74.67,63686,83,Technology,68.4,79445,67.6,81198,Increasing: 66.50->67.60->68.40,High
446,2023,MHT CET,CAP Round 3,ST,Mumbai University,Home University,Engineering,Chemical Engineering,03110,"Atharva College of Engineering, Malad, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B++,2.88,490,132000,600,8,74.62,63948,80,Science,68.9,77927,67.8,80737,Increasing: 67.80->68.90->69.70,High
447,2023,JEE,CAP Round 2,OPEN,Pune University,Home University,Engineering,Robotics and Automation,06271,"COEP Technological University, Pune",Govt,Pune,Pune,Maharashtra,A++,3.73,73,55000,720,38,99.14,11223,93,Technology,99.95,2062,99.8,3667,Stable: 99.80->99.95->99.95,Medium
448,2023,JEE,CAP Round 2,SC,Pune University,All India,Engineering,Information Technology,06290,"NBN Sinhgad School of Engineering, Pune",Private,Pune,Pune,Maharashtra,B+,2.66,630,96000,420,7,70.19,358332,80,Technology,70.0,360716,68.9,373983,Increasing: 68.90->70.00->70.80,Medium
449,2024,MHT CET,CAP Round 3,OBC,Pune University,Other University,Engineering,Information Technology,06272,"Pune Institute of Computer Technology, Pune",Private,Pune,Pune,Maharashtra,A+,3.55,101,135000,660,19,99.95,617,91,Technology,98.5,4186,97.7,6219,Increasing: 96.60->97.70->98.50,Medium
450,2023,MHT CET,CAP Round 2,EWS,Pune University,All India,Engineering,Mechanical Engineering,06278,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A+,3.35,320,137000,720,11,87.52,31224,58,Mechanical,87.7,31029,86.6,33983,Increasing: 86.60->87.70->88.50,Medium
451,2022,MHT CET,CAP Round 2,SC,Pune University,Home University,Engineering,Artificial Intelligence and Data Science,06285,"Dhole Patil College of Engineering, Pune",Private,Pune,Pune,Maharashtra,B+,2.7,600,103000,480,6,63.2,92110,75,Technology,69.0,77805,68.2,79891,Increasing: 69.00->70.10->70.90,Low
452,2024,MHT CET,CAP Round 1,OBC,Pune University,All India,Engineering,Electrical Engineering,06272,"Pune Institute of Computer Technology, Pune",Private,Pune,Pune,Maharashtra,A+,3.56,101,130000,660,17,92.03,20239,77,Technology,99.0,2619,98.2,5071,Increasing: 97.10->98.20->99.00,Low
453,2024,JEE,CAP Round 3,EWS,Pune University,Other University,Engineering,Computer Engineering,06279,"Dr. D. Y. Patil Institute of Technology, Pimpri, Pune",Private,Pune,Pune,Maharashtra,A,3.16,260,140000,780,7,96.28,45318,94,Technology,95.4,55508,94.6,65351,Increasing: 93.50->94.60->95.40,Medium
454,2022,JEE,CAP Round 2,OPEN,Mumbai University,All India,Engineering,Civil Engineering,03101,"Veermata Jijabai Technological Institute (VJTI), Mumbai",Govt,Mumbai,Mumbai,Maharashtra,A++,3.76,84,80000,720,38,99.95,800,53,Civil,97.5,30410,96.7,40747,Increasing: 97.50->98.60->99.40,Medium
455,2023,JEE,CAP Round 3,OBC,Mumbai University,Home University,Engineering,Mechanical Engineering,03116,"St. Francis Institute of Technology, Borivali, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.18,360,140000,660,23,83.17,202275,67,Mechanical,83.5,198784,82.4,211589,Increasing: 82.40->83.50->84.30,Medium
456,2024,MHT CET,CAP Round 1,ST,Pune University,All India,Engineering,Cyber Security,06272,"Pune Institute of Computer Technology, Pune",Private,Pune,Pune,Maharashtra,A+,3.52,101,135000,660,11,99.88,767,81,Technology,95.0,12622,94.2,14565,Increasing: 93.10->94.20->95.00,High
457,2022,JEE,CAP Round 2,ST,Mumbai University,Other University,Engineering,Civil Engineering,03125,"M.H. Saboo Siddik College of Engineering, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,2.99,475,122000,420,9,75.7,292465,65,Civil,70.6,352957,69.8,363751,Increasing: 70.60->71.70->72.50,High
458,2024,JEE,CAP Round 1,VJNT,Pune University,Other University,Engineering,Chemical Engineering,06288,"Genba Sopanrao Moze College of Engineering, Pune",Private,Pune,Pune,Maharashtra,B,2.42,700,90000,360,4,71.92,338742,76,Science,66.6,401778,65.8,411797,Increasing: 64.70->65.80->66.60,High
459,2023,MHT CET,CAP Round 3,ST,Pune University,Home University,Engineering,Electrical Engineering,06292,"Zeal College of Engineering and Research, Pune",Private,Pune,Pune,Maharashtra,B++,2.78,570,100000,540,7,60.81,98169,96,Technology,64.2,89872,63.1,92422,Increasing: 63.10->64.20->65.00,Low
460,2022,JEE,CAP Round 3,ST,Pune University,Home University,Engineering,Robotics and Automation,06273,"Vishwakarma Institute of Technology, Bibwewadi, Pune",Private,Pune,Pune,Maharashtra,A++,3.63,151,190000,900,9,81.29,225352,86,Technology,86.9,157287,86.1,166864,Increasing: 86.90->88.00->88.80,Low
461,2022,MHT CET,CAP Round 2,EWS,Mumbai University,All India,Engineering,Electronics and Telecommunication Engineering,03123,"Lokmanya Tilak College of Engineering, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,A,3.01,435,138000,600,7,83.46,41729,84,Technology,84.6,39042,83.8,41066,Increasing: 84.60->85.70->86.50,Medium
462,2024,MHT CET,CAP Round 1,SC,Mumbai University,All India,Engineering,Information Technology,03117,"Watumull Institute of Electronics Engineering and Computer Technology, Worli, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B+,2.68,545,128000,360,9,72.97,68012,82,Technology,78.3,54644,77.5,56331,Increasing: 76.40->77.50->78.30,Low
463,2023,MHT CET,CAP Round 2,EWS,Mumbai University,Home University,Engineering,Robotics and Automation,03102,"Sardar Patel Institute of Technology, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A+,3.56,125,180000,600,6,91.53,21742,63,Technology,97.4,7041,96.3,9762,Increasing: 96.30->97.40->98.20,Low
464,2024,MHT CET,CAP Round 2,VJNT,Mumbai University,Home University,Engineering,Information Technology,03119,"MGM College of Engineering and Technology, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,B+,2.75,525,115000,480,6,73.7,65805,95,Technology,78.0,55051,77.2,57146,Increasing: 76.10->77.20->78.00,Low
465,2023,MHT CET,CAP Round 3,VJNT,Pune University,Other University,Engineering,Computer Engineering,06277,"Bharati Vidyapeeth College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A+,3.43,250,140000,720,9,92.56,19102,91,Technology,90.9,23154,89.8,25685,Increasing: 89.80->90.90->91.70,Medium
466,2023,MHT CET,CAP Round 2,ST,Pune University,Other University,Engineering,Artificial Intelligence and Data Science,06175,"Pimpri Chinchwad College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A++,3.6,220,145000,960,8,88.74,28317,84,Technology,88.8,28556,87.7,30920,Increasing: 87.70->88.80->89.60,Medium
467,2023,JEE,CAP Round 3,OBC,Pune University,Home University,Engineering,Electrical Engineering,06325,"Alard College of Engineering and Management, Pune",Private,Pune,Pune,Maharashtra,B+,2.62,620,100000,420,15,71.59,341366,82,Technology,69.2,370936,68.1,383241,Increasing: 68.10->69.20->70.00,Medium
468,2022,JEE,CAP Round 2,SC,Mumbai University,Home University,Engineering,Electrical Engineering,03124,"Saraswati College of Engineering, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,B+,2.66,580,112000,420,8,60.46,475943,54,Technology,68.3,380829,67.5,391718,Increasing: 68.30->69.40->70.20,Low
469,2024,JEE,CAP Round 2,OBC,Mumbai University,Other University,Engineering,Mechanical Engineering,03116,"St. Francis Institute of Technology, Borivali, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.19,360,150000,660,16,89.68,125505,70,Mechanical,86.7,159899,85.9,170142,Increasing: 84.80->85.90->86.70,High
470,2022,JEE,CAP Round 1,OPEN,Pune University,Home University,Engineering,Information Technology,06274,"MIT World Peace University School of Engineering, Pune",Private,Pune,Pune,Maharashtra,A+,3.43,199,280000,840,42,99.95,2053,82,Technology,99.6,5841,98.8,14853,Stable: 99.60->99.95->99.95,Medium
471,2024,JEE,CAP Round 3,OBC,Mumbai University,All India,Engineering,Information Technology,03111,"Rizvi College of Engineering, Bandra, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B++,2.86,505,140000,480,20,89.11,132180,77,Technology,83.1,203314,82.3,212649,Increasing: 81.20->82.30->83.10,High
472,2024,JEE,CAP Round 2,VJNT,Pune University,Home University,Engineering,Information Technology,06278,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A+,3.33,320,132000,720,4,88.49,138477,92,Technology,89.5,126547,88.7,135861,Increasing: 87.60->88.70->89.50,Medium
473,2024,JEE,CAP Round 1,EWS,Mumbai University,All India,Engineering,Cyber Security,03122,"Datta Meghe College of Engineering, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,A,3.07,400,131000,600,5,91.76,99720,72,Technology,92.7,89085,91.9,98392,Increasing: 90.80->91.90->92.70,Medium
474,2024,MHT CET,CAP Round 1,OBC,Mumbai University,Other University,Engineering,Information Technology,03123,"Lokmanya Tilak College of Engineering, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,A,3.05,435,133000,600,22,84.89,38249,72,Technology,88.7,28602,87.9,30430,Increasing: 86.80->87.90->88.70,Low
475,2023,JEE,CAP Round 1,OPEN,Mumbai University,Home University,Engineering,Robotics and Automation,03182,"Thadomal Shahani Engineering College, Bandra, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.25,225,185000,660,35,98.87,15245,68,Technology,99.2,11281,98.1,23823,Increasing: 98.10->99.20->99.95,Medium
476,2024,MHT CET,CAP Round 2,OPEN,Mumbai University,All India,Engineering,Artificial Intelligence and Data Science,03103,"Dwarkadas J. Sanghvi College of Engineering, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A+,3.51,160,205000,720,29,99.95,303,79,Technology,99.95,152,99.95,524,Stable: 99.95->99.95->99.95,Medium
477,2024,JEE,CAP Round 1,ST,Pune University,Other University,Engineering,Robotics and Automation,06273,"Vishwakarma Institute of Technology, Bibwewadi, Pune",Private,Pune,Pune,Maharashtra,A++,3.61,151,200000,900,4,90.81,110897,91,Technology,93.2,81669,92.4,92728,Increasing: 91.30->92.40->93.20,Medium
478,2024,MHT CET,CAP Round 1,VJNT,Mumbai University,Other University,Engineering,Mechanical Engineering,03120,"Terna Engineering College, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,B+,2.65,550,125000,480,8,69.55,76556,60,Mechanical,74.7,63465,73.9,65703,Increasing: 72.80->73.90->74.70,Low
479,2022,JEE,CAP Round 1,OPEN,Mumbai University,Home University,Engineering,Civil Engineering,03121,"Pillai College of Engineering, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,A,3.04,410,148000,660,33,90.84,110081,49,Civil,84.4,188469,83.6,198157,Increasing: 84.40->85.50->86.30,High
480,2022,JEE,CAP Round 3,OPEN,Mumbai University,Other University,Engineering,Artificial Intelligence and Data Science,03123,"Lokmanya Tilak College of Engineering, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,A,3.02,435,138000,600,27,84.04,191650,77,Technology,88.0,144062,87.2,154706,Increasing: 88.00->89.10->89.90,Low
481,2022,MHT CET,CAP Round 2,EWS,Mumbai University,All India,Engineering,Mechanical Engineering,03103,"Dwarkadas J. Sanghvi College of Engineering, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A+,3.51,160,210000,720,13,97.08,7626,61,Mechanical,94.3,14627,93.5,16687,Increasing: 94.30->95.40->96.20,High
482,2024,JEE,CAP Round 3,OBC,Mumbai University,Home University,Engineering,Cyber Security,03117,"Watumull Institute of Electronics Engineering and Computer Technology, Worli, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B+,2.72,545,128000,360,13,75.47,295630,100,Technology,78.5,258622,77.7,267693,Increasing: 76.60->77.70->78.50,Low
483,2023,JEE,CAP Round 2,SC,Mumbai University,Home University,Engineering,Artificial Intelligence and Data Science,03110,"Atharva College of Engineering, Malad, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B++,2.88,490,142000,600,6,72.3,334200,100,Technology,78.6,258033,77.5,270095,Increasing: 77.50->78.60->79.40,Low
484,2022,JEE,CAP Round 3,OPEN,Mumbai University,Home University,Engineering,Civil Engineering,03101,"Veermata Jijabai Technological Institute (VJTI), Mumbai",Govt,Mumbai,Mumbai,Maharashtra,A++,3.72,84,80000,720,36,94.35,68109,80,Civil,94.5,67633,93.7,77230,Increasing: 94.50->95.60->96.40,Medium
485,2023,JEE,CAP Round 3,ST,Mumbai University,All India,Engineering,Electronics and Telecommunication Engineering,03183,"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.02,450,120000,540,6,77.35,273515,78,Technology,76.8,279252,75.7,292997,Increasing: 75.70->76.80->77.60,Medium
486,2024,JEE,CAP Round 1,ST,Mumbai University,Other University,Engineering,Information Technology,03184,"Fr. Conceicao Rodrigues College of Engineering, Bandra, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.22,270,170000,600,4,92.59,90498,56,Technology,91.4,103413,90.6,113000,Increasing: 89.50->90.60->91.40,Medium
487,2023,MHT CET,CAP Round 1,SC,Mumbai University,All India,Engineering,Information Technology,03120,"Terna Engineering College, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,B+,2.68,550,110000,480,12,77.97,55382,73,Technology,77.0,57789,75.9,60310,Increasing: 75.90->77.00->77.80,Medium
488,2022,MHT CET,CAP Round 2,OPEN,Mumbai University,Other University,Engineering,Information Technology,03117,"Watumull Institute of Electronics Engineering and Computer Technology, Worli, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B+,2.68,545,118000,360,23,80.06,50290,84,Technology,81.3,47212,80.5,48970,Increasing: 81.30->82.40->83.20,Medium
489,2022,JEE,CAP Round 3,OBC,Pune University,Other University,Engineering,Cyber Security,06278,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A+,3.38,320,127000,720,23,86.78,159903,69,Technology,89.3,129156,88.5,138834,Increasing: 89.30->90.40->91.20,Medium
490,2023,MHT CET,CAP Round 2,SC,Mumbai University,Home University,Engineering,Cyber Security,03114,"Don Bosco Institute of Technology, Kurla, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B++,2.88,500,133000,480,6,75.3,62183,77,Technology,76.4,59171,75.3,61784,Increasing: 75.30->76.40->77.20,Medium
491,2022,MHT CET,CAP Round 3,ST,Mumbai University,All India,Engineering,Information Technology,03182,"Thadomal Shahani Engineering College, Bandra, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.29,225,185000,660,4,81.42,46595,63,Technology,87.5,31631,86.7,33675,Increasing: 87.50->88.60->89.40,Low
492,2024,JEE,CAP Round 1,VJNT,Pune University,All India,Engineering,Artificial Intelligence and Data Science,06273,"Vishwakarma Institute of Technology, Bibwewadi, Pune",Private,Pune,Pune,Maharashtra,A++,3.61,151,200000,900,5,99.95,1955,83,Technology,99.95,1643,99.95,706,Stable: 99.10->99.95->99.95,Medium
493,2023,JEE,CAP Round 3,SC,Pune University,Home University,Engineering,Chemical Engineering,06277,"Bharati Vidyapeeth College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A+,3.39,250,145000,720,8,85.4,176900,81,Science,82.9,206973,81.8,219915,Increasing: 81.80->82.90->83.70,High
494,2022,MHT CET,CAP Round 1,OPEN,Pune University,All India,Engineering,Robotics and Automation,06732,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Private,Pune,Pune,Maharashtra,B++,2.85,540,130000,600,31,83.26,42355,83,Technology,81.1,47395,80.3,49386,Increasing: 81.10->82.20->83.00,Medium
495,2024,JEE,CAP Round 2,SC,Mumbai University,All India,Engineering,Cyber Security,03120,"Terna Engineering College, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,B+,2.68,550,115000,480,6,74.64,304542,75,Technology,76.5,282067,75.7,293327,Increasing: 74.60->75.70->76.50,Medium
496,2022,JEE,CAP Round 1,OPEN,Pune University,All India,Engineering,Mechanical Engineering,06273,"Vishwakarma Institute of Technology, Bibwewadi, Pune",Private,Pune,Pune,Maharashtra,A++,3.64,151,200000,900,42,97.5,30359,76,Mechanical,98.7,17092,97.9,26449,Increasing: 98.70->99.80->99.95,Medium
497,2024,MHT CET,CAP Round 2,EWS,Pune University,Home University,Engineering,Information Technology,06290,"NBN Sinhgad School of Engineering, Pune",Private,Pune,Pune,Maharashtra,B+,2.63,630,106000,420,7,79.68,51315,83,Technology,73.7,66267,72.9,67826,Increasing: 71.80->72.90->73.70,High
498,2023,JEE,CAP Round 2,ST,Pune University,Other University,Engineering,Computer Engineering,06146,"MIT Academy of Engineering, Alandi, Pune",Private,Pune,Pune,Maharashtra,A,3.19,310,175000,840,4,85.35,176902,84,Technology,86.1,168052,85.0,180461,Increasing: 85.00->86.10->86.90,Medium
499,2024,JEE,CAP Round 1,VJNT,Mumbai University,Other University,Engineering,Electronics and Telecommunication Engineering,03183,"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.04,450,120000,540,7,79.88,243075,81,Technology,85.2,178559,84.4,188825,Increasing: 83.30->84.40->85.20,Low
500,2023,MHT CET,CAP Round 1,SC,Mumbai University,Home University,Engineering,Artificial Intelligence and Data Science,03117,"Watumull Institute of Electronics Engineering and Computer Technology, Worli, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B+,2.68,545,123000,360,9,78.73,53240,80,Technology,76.1,60168,75.0,62956,Increasing: 75.00->76.10->76.90,High
501,2022,MHT CET,CAP Round 1,VJNT,Mumbai University,Other University,Engineering,Computer Engineering,03182,"Thadomal Shahani Engineering College, Bandra, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.28,225,195000,660,5,99.57,1220,73,Technology,95.8,10782,95.0,12579,Increasing: 95.80->96.90->97.70,High
502,2022,MHT CET,CAP Round 3,SC,Mumbai University,Home University,Engineering,Electronics and Telecommunication Engineering,03116,"St. Francis Institute of Technology, Borivali, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.14,360,145000,660,9,77.0,58025,97,Technology,79.9,50486,79.1,52491,Increasing: 79.90->81.00->81.80,Medium
503,2024,JEE,CAP Round 2,OPEN,Mumbai University,Other University,Engineering,Robotics and Automation,03118,"SIES Graduate School of Technology, Mumbai Region",Private,Mumbai,Mumbai,Maharashtra,A,3.07,375,152000,600,33,92.61,89540,81,Technology,91.4,103699,90.6,114498,Increasing: 89.50->90.60->91.40,Medium
504,2022,MHT CET,CAP Round 2,OPEN,Pune University,Other University,Engineering,Civil Engineering,06146,"MIT Academy of Engineering, Alandi, Pune",Private,Pune,Pune,Maharashtra,A,3.23,310,165000,840,36,84.37,39140,61,Civil,87.1,32751,86.3,34395,Increasing: 87.10->88.20->89.00,Medium
505,2023,MHT CET,CAP Round 3,OPEN,Pune University,All India,Engineering,Information Technology,06288,"Genba Sopanrao Moze College of Engineering, Pune",Private,Pune,Pune,Maharashtra,B,2.42,700,85000,360,16,66.35,84334,72,Technology,71.8,70901,70.7,73623,Increasing: 70.70->71.80->72.60,Low
506,2022,JEE,CAP Round 2,VJNT,Mumbai University,Home University,Engineering,Computer Engineering,03184,"Fr. Conceicao Rodrigues College of Engineering, Bandra, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.17,270,160000,600,4,94.64,64915,88,Technology,92.0,96910,91.2,106389,Increasing: 92.00->93.10->93.90,High
507,2022,MHT CET,CAP Round 2,VJNT,Mumbai University,Other University,Engineering,Robotics and Automation,03182,"Thadomal Shahani Engineering College, Bandra, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.29,225,180000,660,4,89.27,27025,51,Technology,91.3,22118,90.5,23810,Increasing: 91.30->92.40->93.20,Medium
508,2022,JEE,CAP Round 1,ST,Pune University,All India,Engineering,Electrical Engineering,06732,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Private,Pune,Pune,Maharashtra,B++,2.83,540,115000,600,11,63.53,437874,66,Technology,70.6,354077,69.8,364038,Increasing: 70.60->71.70->72.50,Low
509,2022,JEE,CAP Round 1,VJNT,Pune University,All India,Engineering,Artificial Intelligence and Data Science,06272,"Pune Institute of Computer Technology, Pune",Private,Pune,Pune,Maharashtra,A+,3.55,101,120000,660,9,91.46,102584,57,Technology,99.8,2504,99.0,13745,Stable: 99.80->99.95->99.95,Low
510,2022,JEE,CAP Round 2,OPEN,Pune University,All India,Engineering,Information Technology,06277,"Bharati Vidyapeeth College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A+,3.41,250,140000,720,36,90.5,115321,76,Technology,96.9,37370,96.1,48502,Increasing: 96.90->98.00->98.80,Low
511,2024,JEE,CAP Round 3,VJNT,Mumbai University,All India,Engineering,Electronics and Telecommunication Engineering,03113,"Rajiv Gandhi Institute of Technology, Andheri, Mumbai",Private,Mumbai,Mumbai,Maharashtra,B++,2.94,485,130000,540,4,77.8,267630,57,Technology,80.6,233095,79.8,243268,Increasing: 78.70->79.80->80.60,Medium
512,2024,JEE,CAP Round 1,EWS,Mumbai University,All India,Engineering,Electrical Engineering,03182,"Thadomal Shahani Engineering College, Bandra, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.28,225,190000,660,7,99.95,1691,69,Technology,98.5,18603,97.7,27854,Increasing: 96.60->97.70->98.50,Medium
513,2023,MHT CET,CAP Round 2,OPEN,Pune University,Other University,Engineering,Mechanical Engineering,06285,"Dhole Patil College of Engineering, Pune",Private,Pune,Pune,Maharashtra,B+,2.68,600,103000,480,20,75.86,60731,77,Mechanical,73.4,67071,72.3,69506,Increasing: 72.30->73.40->74.20,Medium
514,2023,JEE,CAP Round 3,OBC,Mumbai University,Other University,Engineering,Electrical Engineering,03101,"Veermata Jijabai Technological Institute (VJTI), Mumbai",Govt,Mumbai,Mumbai,Maharashtra,A++,3.73,84,85000,720,18,99.03,11885,90,Technology,96.7,40414,95.6,53386,Increasing: 95.60->96.70->97.50,Medium
515,2023,JEE,CAP Round 1,VJNT,Pune University,All India,Engineering,Robotics and Automation,06278,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A+,3.36,320,127000,720,9,89.09,131017,63,Technology,90.7,113374,89.6,124946,Increasing: 89.60->90.70->91.50,Medium
516,2024,MHT CET,CAP Round 3,ST,Pune University,Home University,Engineering,Cyber Security,06206,"Pune District Education Association's College of Engineering, Pune",Private,Pune,Pune,Maharashtra,B++,2.84,560,95000,420,4,64.23,89743,86,Technology,68.5,78851,67.7,81284,Increasing: 66.60->67.70->68.50,Low
517,2022,JEE,CAP Round 1,EWS,Pune University,All India,Engineering,Civil Engineering,06732,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",Private,Pune,Pune,Maharashtra,B++,2.83,540,125000,600,13,76.79,278883,76,Civil,75.9,290843,75.1,300378,Increasing: 75.90->77.00->77.80,Medium
518,2022,JEE,CAP Round 1,ST,Mumbai University,Home University,Engineering,Electronics and Telecommunication Engineering,03139,"Vidyalankar Institute of Technology, Wadala, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A+,3.33,340,160000,720,10,76.64,281270,82,Technology,82.9,206997,82.1,215355,Increasing: 82.90->84.00->84.80,Low
519,2023,MHT CET,CAP Round 1,SC,Mumbai University,Other University,Engineering,Electrical Engineering,03183,"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.05,450,125000,540,9,79.56,51678,71,Technology,79.6,51402,78.5,54100,Increasing: 78.50->79.60->80.40,Medium
520,2022,JEE,CAP Round 1,OPEN,Pune University,Home University,Engineering,Mechanical Engineering,06175,"Pimpri Chinchwad College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A++,3.58,220,145000,960,51,86.34,165255,61,Mechanical,94.1,72560,93.3,81288,Increasing: 94.10->95.20->96.00,Low
521,2023,JEE,CAP Round 2,VJNT,Pune University,All India,Engineering,Civil Engineering,06273,"Vishwakarma Institute of Technology, Bibwewadi, Pune",Private,Pune,Pune,Maharashtra,A++,3.65,151,190000,900,6,92.02,96515,65,Civil,91.6,102517,90.5,115166,Increasing: 90.50->91.60->92.40,Medium
522,2023,JEE,CAP Round 2,EWS,Pune University,Other University,Engineering,Artificial Intelligence and Data Science,06277,"Bharati Vidyapeeth College of Engineering, Pune",Private,Pune,Pune,Maharashtra,A+,3.41,250,145000,720,9,99.95,1215,92,Technology,96.0,49727,94.9,62050,Increasing: 94.90->96.00->96.80,High
523,2022,MHT CET,CAP Round 1,EWS,Pune University,All India,Engineering,Mechanical Engineering,06285,"Dhole Patil College of Engineering, Pune",Private,Pune,Pune,Maharashtra,B+,2.68,600,103000,480,8,78.02,55462,54,Mechanical,73.1,67764,72.3,69609,Increasing: 73.10->74.20->75.00,High
524,2024,MHT CET,CAP Round 1,OPEN,Mumbai University,All India,Engineering,Computer Engineering,03125,"M.H. Saboo Siddik College of Engineering, Mumbai",Private,Mumbai,Mumbai,Maharashtra,A,3.01,475,132000,420,22,93.45,16825,87,Technology,91.0,22749,90.2,24873,Increasing: 89.10->90.20->91.00,Medium
525,2024,MHT CET,CAP Round 3,EWS,Pune University,All India,Engineering,Computer Engineering,06325,"Alard College of Engineering and Management, Pune",Private,Pune,Pune,Maharashtra,B+,2.68,620,90000,420,8,68.67,78582,82,Technology,76.0,60141,75.2,62327,Increasing: 74.10->75.20->76.00,Low
526,2023,MHT CET,CAP Round 2,ST,Pune University,Other University,Engineering,Electrical Engineering,06282,"JSPM Rajarshi Shahu College of Engineering, Tathawade, Pune",Private,Pune,Pune,Maharashtra,A,2.99,420,125000,780,4,74.17,64758,65,Technology,76.1,59947,75.0,62843,Increasing: 75.00->76.10->76.90,Medium
